time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,school_phase,number_schools,number_schools_with_surplus,number_schools_with_deficit,PC_schools_with_surplus,PC_schools_with_deficit,total_revenue_balance_million,average_revenue_balance,revenue_balance_as_pc_total_income,total_revenue_reserve_schools_surplus_million,total_revenue_reserve_schools_deficit_million,schools_surplus_over_threshold,school_over_threshold_pc_surplus,school_surplus_over_threshold_million,school_over_threshold_av_per_school,B01_million,B02_million,B03_million,B05_million,B06_million,OB01_million,OB02_million,OB03_million,total_income_million
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Shropshire,893,E06000051,All LA maintained schools,114,104,10,91.2,8.8,5.13,45017,4.5,5.62,-0.49,25,24,2.83,113330,0,5.13,0.92,0,0,5.75,0,0.98,113.14
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Shropshire,893,E06000051,Primary,106,98,8,92.5,7.5,4.72,44487,5.9,4.74,-0.03,23,23.5,2.32,100670,0,4.72,0.88,0,0,5.62,0,0.92,79.98
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Shropshire,893,E06000051,PRU,1,1,0,100,0,0.1,100094,3.3,0.1,0,0,0,0,0,0,0.1,0,0,0,0.01,0,0,3.05
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Shropshire,893,E06000051,Secondary,6,5,1,83.3,16.7,0.35,57569,1.2,0.78,-0.43,2,40,0.52,258930,0,0.35,0.04,0,0,0.13,0,0.05,27.99
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Shropshire,893,E06000051,Special,1,0,1,0,100,-0.03,-29161,-1.4,0,-0.03,0,0,0,0,0,-0.03,0,0,0,-0.01,0,0,2.12
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Telford and Wrekin,894,E06000020,All LA maintained schools,61,51,10,83.6,16.4,2.73,44780,2.5,4.01,-1.28,13,25.5,1.72,132632,0.19,2.61,0.56,0.13,-0.07,3.99,-0.04,0.73,109.2
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Telford and Wrekin,894,E06000020,Nursery,2,2,0,100,0,0.11,55735,10.7,0.11,0,1,50,0.1,96201,0,0.12,0.02,0,-0.01,0.11,-0.01,0.01,1.05
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Telford and Wrekin,894,E06000020,Primary,49,43,6,87.8,12.2,3.1,63251,4.5,3.32,-0.22,12,27.9,1.63,135667,0.17,2.97,0.42,0.12,-0.04,3.54,-0.02,0.53,68.18
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Telford and Wrekin,894,E06000020,PRU,1,0,1,0,100,-0.02,-22784,-2.9,0,-0.02,0,0,0,0,0,-0.02,0,0,0,-0.02,0,0,0.78
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Telford and Wrekin,894,E06000020,Secondary,5,2,3,40,60,-0.71,-142915,-2.6,0.33,-1.04,0,0,0,0,0.03,-0.74,0.11,0,0,0.01,0,0.14,27.55
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Telford and Wrekin,894,E06000020,Special,4,4,0,100,0,0.26,64541,2.2,0.26,0,0,0,0,0,0,0.28,0.01,0,-0.02,0.35,-0.01,0.05,11.65
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Warwickshire,937,E10000031,All LA maintained schools,165,137,28,83,17,13.2,79972,6.2,16.06,-2.86,70,51.1,12.97,185229,13.77,-1.49,1.71,0.04,0.91,12.67,0.81,1.56,211.73
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Warwickshire,937,E10000031,Nursery,6,6,0,100,0,0.62,103798,18.7,0.62,0,6,100,0.62,103798,0.55,0,0.05,0,0.07,0.39,0.09,0.04,3.33
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Warwickshire,937,E10000031,Primary,148,124,24,83.8,16.2,11.58,78242,7,12.95,-1.37,59,47.6,10.16,172119,11.75,-1,1.36,0.04,0.84,9.65,0.71,1.32,166.13
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Warwickshire,937,E10000031,Secondary,4,1,3,25,75,-0.7,-176195,-3,0.46,-1.16,1,100,0.46,460003,0,-0.71,0.2,0,0.01,0.49,0.01,0.11,23.28
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Warwickshire,937,E10000031,Special,7,6,1,85.7,14.3,1.7,242520,8.9,2.03,-0.33,4,66.7,1.73,432052,1.47,0.22,0.1,0,0,2.15,0,0.09,18.99
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Luton,821,E06000032,All LA maintained schools,54,52,2,96.3,3.7,16.36,303028,11,16.68,-0.32,39,75,15.23,390410,2.46,13.87,2.3,0,0.03,15.69,0.04,3.52,148.25
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Luton,821,E06000032,Nursery,6,6,0,100,0,1.29,215723,20.7,1.29,0,6,100,1.29,215723,0.3,0.99,0.06,0,0,0.77,0,0.07,6.26
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Luton,821,E06000032,Primary,40,39,1,97.5,2.5,11.39,284679,11.2,11.47,-0.08,28,71.8,10.24,365609,1.51,9.87,1.91,0,0,11.96,0.01,3,101.69
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Luton,821,E06000032,PRU,1,1,0,100,0,0.01,6306,0.3,0.01,0,0,0,0,0,0,0.01,0,0,0,0.22,0,0,2.08
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Luton,821,E06000032,Secondary,4,3,1,75,25,2.58,644372,9.2,2.82,-0.24,3,100,2.82,939497,0.63,1.92,0.29,0,0.03,1.4,0.03,0.38,28.11
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Luton,821,E06000032,Special,3,3,0,100,0,1.1,366081,10.9,1.1,0,2,66.7,0.88,438058,0.02,1.08,0.04,0,0,1.35,0,0.07,10.11
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford,822,E06000055,All LA maintained schools,45,37,6,82.2,13.3,3.1,68990,5.6,3.66,-0.56,21,56.8,2.79,132973,0.33,2.75,0.13,0.11,0.03,3.6,0.05,0.17,55.63
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford,822,E06000055,Nursery,1,1,0,100,0,0.04,40853,2.9,0.04,0,0,0,0,0,0.07,-0.05,0,0,0.01,0.01,0.01,0,1.39
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford,822,E06000055,Primary,40,35,4,87.5,10,3.35,83793,8.2,3.41,-0.06,20,57.1,2.58,129004,0.26,3.08,0.12,0.11,0.01,3.5,0.03,0.14,40.89
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford,822,E06000055,Secondary,3,0,2,0,66.7,-0.5,-166785,-4.4,0,-0.5,0,0,0,0,0,-0.5,0,0,0,-0.04,0,0.02,11.27
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford,822,E06000055,Special,1,1,0,100,0,0.21,212346,10.2,0.21,0,1,100,0.21,212346,0,0.21,0.01,0,0,0.12,0,0.01,2.07
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,All LA maintained schools,81,74,7,91.4,8.6,8.09,99905,8.9,8.48,-0.39,42,56.8,7.15,170134,0.53,7.21,0.24,0.35,0.36,9.69,0.35,0.96,91.31
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,Nursery,2,2,0,100,0,0.11,57047,13.2,0.11,0,1,50,0.09,89211,0,0.11,0.01,0,0,0.27,0,0.02,0.87
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,Primary,71,65,6,91.5,8.5,5.76,81078,8.2,5.9,-0.14,36,55.4,4.74,131644,0.3,5.13,0.21,0.21,0.33,6.31,0.32,0.75,69.9
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,Secondary,6,5,1,83.3,16.7,1.03,172419,8.8,1.28,-0.25,3,60,1.13,376704,0.05,0.98,0.03,0.14,0.01,1.43,0.01,0.19,11.78
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,Special,2,2,0,100,0,1.19,593560,13.5,1.19,0,2,100,1.19,593560,0.18,0.98,0,0,0.02,1.68,0.02,0,8.77
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,All LA maintained schools,166,164,2,98.8,1.2,14.33,86326,7.7,14.38,-0.05,76,46.3,9.66,127096,1.58,11.6,0.73,0.03,1.15,12.6,0.89,0.64,187.13
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,Nursery,7,7,0,100,0,1.31,187192,24.2,1.31,0,7,100,1.31,187192,0.17,0.47,0.07,0,0.67,0.58,0.52,0.08,5.42
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,Primary,153,151,2,98.7,1.3,12.34,80631,7.3,12.39,-0.05,67,44.4,8.04,120048,1.32,10.53,0.65,0.01,0.48,11.55,0.37,0.55,168.52
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,PRU,1,1,0,100,0,0.05,52027,8.6,0.05,0,1,100,0.05,52027,0,0.05,0,0.01,0,0.05,0,0.01,0.6
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,Secondary,1,1,0,100,0,0.04,42902,3.2,0.04,0,0,0,0,0,0,0.04,0,0,0,0.06,0,0,1.35
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,Special,4,4,0,100,0,0.59,147068,5.2,0.59,0,1,25,0.25,253682,0.09,0.5,0.01,0.01,0,0.36,0,0.01,11.24
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Peterborough,874,E06000031,All LA maintained schools,54,52,2,96.3,3.7,5.8,107343,5.3,6,-0.2,9,17.3,2.24,248388,0,5.52,0.4,1.31,0.27,4.39,0.26,1.84,109.03
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Peterborough,874,E06000031,Nursery,1,1,0,100,0,0.05,49363,5.6,0.05,0,0,0,0,0,0,0.05,0.01,0,0,0.02,0,0,0.88
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Peterborough,874,E06000031,Primary,45,44,1,97.8,2.2,3.96,87917,5.5,3.98,-0.02,6,13.6,0.96,160301,0,3.69,0.29,0.39,0.26,2.9,0.26,0.89,72.25
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Peterborough,874,E06000031,PRU,1,1,0,100,0,0.33,329987,9.2,0.33,0,1,100,0.33,329987,0,0.33,0.05,0,0,0.26,0,0.04,3.57
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Peterborough,874,E06000031,Secondary,3,2,1,66.7,33.3,0.7,234625,3.3,0.89,-0.18,1,50,0.82,822168,0,0.69,0.01,0.68,0.01,0.67,0,0.68,21.62
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Peterborough,874,E06000031,Special,4,4,0,100,0,0.76,189254,7.1,0.76,0,1,25,0.12,121529,0,0.76,0.05,0.24,0,0.54,0,0.22,10.71
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,All LA maintained schools,337,322,15,95.5,4.5,45.33,134504,10.7,45.92,-0.59,197,61.2,39.03,198118,13.96,30.86,0.23,-0.18,0.5,45.21,0.54,0.24,421.79
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,Nursery,2,1,1,50,50,0,1349,0.2,0.04,-0.04,0,0,0,0,0,0,0,0,0,0.03,0,0,1.41
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,Primary,313,299,14,95.5,4.5,36.11,115382,10.2,36.67,-0.56,178,59.5,30.21,169741,12.13,23.48,0.19,0.09,0.5,35.24,0.54,0.24,352.6
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,PRU,5,5,0,100,0,3.01,602691,32.5,3.01,0,5,100,3.01,602691,0,3.01,0,0.02,0,3.86,0,0,9.26
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,Secondary,6,6,0,100,0,3.06,509699,9.8,3.06,0,5,83.3,2.86,571532,0.68,2.38,0.04,-0.3,0,3.25,0,0,31.31
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,Special,11,11,0,100,0,3.14,285339,11.5,3.14,0,9,81.8,2.94,327140,1.16,1.98,-0.01,0,0,2.84,0,0,27.22
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,All LA maintained schools,24,23,1,95.8,4.2,4.96,206514,11.1,5.13,-0.17,17,73.9,4.19,246677,2.45,2.44,0.03,0.06,0.07,5.61,0.05,0.05,44.63
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,Primary,19,19,0,100,0,4.27,224997,11.3,4.27,0,13,68.4,3.34,257117,2.06,2.15,0.03,0.05,0.07,4.72,0.05,0.05,37.83
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,Secondary,1,0,1,0,100,-0.17,-169594,-4.7,0,-0.17,0,0,0,0,0,-0.17,0,0,0,0,0,0,3.58
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,Special,4,4,0,100,0,0.85,212746,26.5,0.85,0,4,100,0.85,212746,0.4,0.46,0,0,0,0.89,0,0,3.21
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,All LA maintained schools,13,12,1,92.3,7.7,1.78,137202,8.6,1.93,-0.14,7,58.3,1.33,189874,0.74,1.04,0.1,0,0,1.85,0,0.06,20.65
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,Primary,12,12,0,100,0,1.93,160586,10.9,1.93,0,7,58.3,1.33,189874,0.74,1.18,0.08,0,0,1.83,0,0.05,17.65
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,Secondary,1,0,1,0,100,-0.14,-143402,-4.8,0,-0.14,0,0,0,0,0,-0.14,0.01,0,0,0.02,0,0,3
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,All LA maintained schools,425,412,13,96.9,3.1,62.41,146838,10.3,65.18,-2.77,289,70.1,56.68,196125,8.9,52.92,1.61,0.59,0.58,57.91,0.85,2.27,606.02
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Nursery,14,14,0,100,0,1.44,102624,13.6,1.44,0,14,100,1.44,102624,0.17,1.13,0.06,0,0.14,1.07,0.37,0.12,10.57
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Primary,364,356,8,97.8,2.2,50.49,138719,11.6,50.92,-0.42,248,69.7,44.09,177769,6.17,43.88,1.35,0.15,0.45,46.71,0.5,1.52,436.49
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,PRU,7,7,0,100,0,1.49,212987,11.5,1.49,0,4,57.1,1.14,285837,0.34,1.15,0.01,0,0,1.74,-0.01,0.01,12.92
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Secondary,20,16,4,80,20,4.77,238524,4.5,7.12,-2.35,10,62.5,6.14,613852,1.16,3.61,0.1,0.26,0,4.49,-0.01,0.46,105.58
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Special,20,19,1,95,5,4.21,210717,10.4,4.22,0,13,68.4,3.87,298053,1.06,3.15,0.09,0.19,0,3.9,0,0.16,40.46
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,All LA maintained schools,236,222,14,94.1,5.9,16.31,69106,5.8,16.63,-0.32,69,31.1,8.33,120748,16.53,-2.72,2.3,0.67,2.51,15.97,0.96,3.51,280.85
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Nursery,3,1,2,33.3,66.7,0.01,1733,0.4,0.08,-0.08,1,100,0.08,83430,0,-0.39,-0.01,0.03,0.39,-0.14,0.2,0.02,1.22
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Primary,212,202,10,95.3,4.7,13.68,64514,6.4,13.86,-0.18,63,31.2,7.17,113767,13.89,-2.01,1.95,0.63,1.79,13.37,0.71,3.03,213.87
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Secondary,11,9,2,81.8,18.2,1.18,107544,3.2,1.25,-0.06,4,44.4,0.88,219649,1.29,-0.23,0.29,-0.31,0.12,1.64,-0.11,0.01,37.54
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Special,10,10,0,100,0,1.44,144371,5.1,1.44,0,1,10,0.2,202268,1.35,-0.1,0.08,0.32,0.2,1.09,0.15,0.45,28.21
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,All LA maintained schools,191,145,14,75.9,7.3,15.1,79059,7.2,15.78,-0.68,81,55.9,11.62,143411,3.97,11.13,1.74,0,0,18.59,0,2.05,210.42
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Nursery,1,1,0,100,0,0.03,28064,3.6,0.03,0,0,0,0,0,0,0.03,0.02,0,0,0.06,0,0.02,0.77
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Primary,168,130,11,77.4,6.5,12.29,73179,8.1,12.76,-0.47,73,56.2,9.71,133047,2.99,9.3,1.49,0,0,14.77,0,1.63,151.12
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,PRU,11,6,1,54.5,9.1,1.21,109932,17.2,1.25,-0.04,6,100,1.25,207619,0.26,0.95,0.04,0,0,1.22,0,0.09,7.03
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Secondary,7,5,1,71.4,14.3,1.1,157171,2.7,1.26,-0.16,1,20,0.45,450068,0.57,0.53,0.08,0,0,1.93,0,0.2,41.4
201718,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,Special,4,3,1,75,25,0.47,117188,4.6,0.48,-0.01,1,33.3,0.21,208041,0.16,0.31,0.11,0,0,0.61,0,0.11,10.09
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E10000002,All LA maintained schools,184,151,27,82.1,14.7,11.03,59973,4.4,12.83,-1.79,47,31.1,6.84,145615,0,10.49,1.89,0.16,0.54,12.27,0.67,2.09,248.27
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E10000002,Nursery,2,2,0,100,0,0.09,45653,7,0.09,0,0,0,0,0,0,0.09,0.03,0,0,0,0,0.03,1.31
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E10000002,Primary,164,135,24,82.3,14.6,9.28,56616,5.2,10.13,-0.84,43,31.9,5.47,127285,0,8.78,1.57,0.05,0.51,9.68,0.64,1.66,180.03
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E10000002,PRU,3,3,0,100,0,0.31,103999,4.2,0.31,0,0,0,0,0,0,0.31,0.14,0,0,0.15,0,0.19,7.39
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E10000002,Secondary,7,3,3,42.9,42.9,0.07,9612,0.2,1.02,-0.95,2,66.7,0.83,416921,0,0.07,0.02,0.1,0,0.68,0,0.06,36.01
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Buckinghamshire,825,E10000002,Special,8,8,0,100,0,1.28,159929,5.4,1.28,0,2,25,0.54,268396,0,1.24,0.14,0,0.03,1.76,0.03,0.15,23.52
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,All LA maintained schools,83,80,3,96.4,3.6,11.14,134228,8.1,11.21,-0.07,46,57.5,8.01,174208,0.88,10.19,0.33,0.5,0.08,10.12,0.06,0.81,137.66
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,Nursery,2,2,0,100,0,0.02,10952,3.2,0.02,0,0,0,0,0,0,0.02,0.01,0,0,0.02,0,0.01,0.68
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,Primary,72,70,2,97.2,2.8,9.37,130204,10.3,9.42,-0.04,44,62.9,7.47,169768,0.8,8.5,0.29,0.48,0.08,8.75,0.06,0.78,91.17
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,PRU,1,1,0,100,0,0.13,126081,28.6,0.13,0,1,100,0.13,126081,0,0.13,0,0,0,0.09,0,0,0.44
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,Secondary,3,2,1,66.7,33.3,0.47,156541,1.8,0.5,-0.03,0,0,0,0,0.07,0.4,0.01,0.01,0,0.34,0,0.01,25.7
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,Special,5,5,0,100,0,1.15,229725,5.8,1.15,0,1,20,0.42,417706,0.01,1.13,0.01,0,0,0.92,0,0,19.66
201718,Financial year,Local authority,England,E92000001,South East,E12000008,East Sussex,845,E10000011,All LA maintained schools,138,132,5,95.7,3.6,13,94168,6.6,13.45,-0.46,58,43.9,9.11,157001,12.56,0,0.72,0,0.43,11.13,0.36,0.76,195.82
201718,Financial year,Local authority,England,E92000001,South East,E12000008,East Sussex,845,E10000011,Primary,125,121,3,96.8,2.4,10.14,81111,7.8,10.24,-0.1,53,43.8,6.67,125800,9.76,0,0.55,0,0.38,8.52,0.27,0.66,130.73
201718,Financial year,Local authority,England,E92000001,South East,E12000008,East Sussex,845,E10000011,Secondary,11,9,2,81.8,18.2,2.46,223300,4,2.81,-0.35,4,44.4,2.19,546268,2.4,0,0.15,0,0.06,2.33,0.09,0.08,60.88
201718,Financial year,Local authority,England,E92000001,South East,E12000008,East Sussex,845,E10000011,Special,2,2,0,100,0,0.4,199957,9.5,0.4,0,1,50,0.25,253571,0.4,0,0.02,0,0,0.29,0,0.02,4.2
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,All LA maintained schools,67,52,15,77.6,22.4,2,29891,1.3,3.49,-1.49,2,3.8,0.33,162779,3.49,-1.49,0,0,0,1.33,0,0,158.21
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,Nursery,2,2,0,100,0,0.05,26287,3.5,0.05,0,0,0,0,0,0.05,0,0,0,0,0.01,0,0,1.51
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,Primary,50,43,7,86,14,2.51,50249,3,3.03,-0.52,2,4.7,0.33,162779,3.03,-0.52,0,0,0,1.62,0,0,85.1
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,PRU,2,1,1,50,50,-0.05,-26361,-3.2,0.01,-0.06,0,0,0,0,0.01,-0.06,0,0,0,-0.05,0,0,1.67
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,Secondary,7,3,4,42.9,57.1,-0.48,-69200,-0.8,0.13,-0.61,0,0,0,0,0.13,-0.61,0,0,0,-0.13,0,0,59.19
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,Special,6,3,3,50,50,-0.03,-4205,-0.2,0.27,-0.3,0,0,0,0,0.27,-0.3,0,0,0,-0.11,0,0,10.75
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,All LA maintained schools,482,443,34,91.9,7.1,41.8,86722,5.7,52.95,-11.15,220,49.7,39.66,180251,41.8,0,4.93,0,0,46.62,0,5.13,730.11
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,Nursery,3,3,0,100,0,0.49,162513,16.2,0.49,0,2,66.7,0.43,213944,0.49,0,0.02,0,0,0.45,0,0.03,3
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,Primary,410,388,19,94.6,4.6,38.34,93504,8.1,38.7,-0.36,186,47.9,27.78,149364,38.34,0,3.91,0,0,37.86,0,3.96,474.23
201718,Financial year,Local authority,England,E92000001,South East,E12000008,Hampshire,850,E10000014,PRU,6,5,1,83.3,16.7,1.01,168121,12,1.1,-0.09,5,100,1.1,220182,1.01,0,0.09,0,0,1.25,0,0.13,8.4
